Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","1991","1991","ha","12800","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","1991","1991","kg/ha","4654","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","1991","1991","t","59571","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","1992","1992","ha","12768","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","1992","1992","kg/ha","5718.4","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","1992","1992","t","73012","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","1993","1993","ha","13405","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","1993","1993","kg/ha","7934.9","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","1993","1993","t","106368","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","1994","1994","ha","13147","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","1994","1994","kg/ha","5355.7","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","1994","1994","t","70412","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","1995","1995","ha","13375","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","1995","1995","kg/ha","4523.4","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","1995","1995","t","60500","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","1996","1996","ha","12995","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","1996","1996","kg/ha","6869.9","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","1996","1996","t","89274","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","1997","1997","ha","12302","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","1997","1997","kg/ha","6002","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","1997","1997","t","73837","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","1998","1998","ha","11995","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","1998","1998","kg/ha","6496","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","1998","1998","t","77920","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","1999","1999","ha","11498","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","1999","1999","kg/ha","6229.1","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","1999","1999","t","71622","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2000","2000","ha","10446","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2000","2000","kg/ha","7059.1","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2000","2000","t","73739","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2001","2001","ha","10393","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2001","2001","kg/ha","8774","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2001","2001","t","91188","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2002","2002","ha","11653","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2002","2002","kg/ha","5692.8","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2002","2002","t","66338","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2003","2003","ha","9861","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2003","2003","kg/ha","9989.3","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2003","2003","t","98504","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2004","2004","ha","9612","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2004","2004","kg/ha","5304.6","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2004","2004","t","50988","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2005","2005","ha","8702","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2005","2005","kg/ha","13543.9","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2005","2005","t","117859","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2006","2006","ha","7240","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2006","2006","kg/ha","14473.9","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2006","2006","t","104791","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2007","2007","ha","7688","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2007","2007","kg/ha","8475.9","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2007","2007","t","65163","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2008","2008","ha","7628","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2008","2008","kg/ha","8870.5","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2008","2008","t","67664","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2009","2009","ha","6846","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2009","2009","kg/ha","9914.4","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2009","2009","t","67874","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2010","2010","ha","6930","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2010","2010","kg/ha","10142.9","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2010","2010","t","70290","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2011","2011","ha","6853","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2011","2011","kg/ha","11942.5","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2011","2011","t","81842","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2012","2012","ha","6829","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2012","2012","kg/ha","10329.8","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2012","2012","t","70542","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2013","2013","ha","7079","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2013","2013","kg/ha","11368.4","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2013","2013","t","80477","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2014","2014","ha","6446","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2014","2014","kg/ha","12846.4","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2014","2014","t","82808","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2015","2015","ha","6308","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2015","2015","kg/ha","11969.4","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2015","2015","t","75503","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2016","2016","ha","6127","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2016","2016","kg/ha","12050.6","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2016","2016","t","73834","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2017","2017","ha","6024","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2017","2017","kg/ha","9706.8","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2017","2017","t","58474","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2018","2018","ha","4290","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2018","2018","kg/ha","11445.2","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2018","2018","t","49100","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2019","2019","ha","3300","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2019","2019","kg/ha","11860.6","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2019","2019","t","39140","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2020","2020","ha","3200","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2020","2020","kg/ha","11762.5","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2020","2020","t","37640","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2021","2021","ha","3510","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2021","2021","kg/ha","11586.9","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2021","2021","t","40670","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2022","2022","ha","3310","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2022","2022","kg/ha","10368.6","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2022","2022","t","34320","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2023","2023","ha","3860","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2023","2023","kg/ha","9471.5","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2023","2023","t","36560","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01344.02","Cherries","2024","2024","ha","3870","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01344.02","Cherries","2024","2024","kg/ha","8883.7","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01344.02","Cherries","2024","2024","t","34380","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","1991","1991","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","1991","1991","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","1992","1992","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","1992","1992","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","1993","1993","ha","3","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","1993","1993","kg/ha","10701.2","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","1993","1993","t","34.81","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","1994","1994","ha","3","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","1994","1994","kg/ha","10771.1","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","1994","1994","t","34.67","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","1995","1995","ha","3","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","1995","1995","kg/ha","10840.9","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","1995","1995","t","34.54","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","1996","1996","ha","3","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","1996","1996","kg/ha","10910.7","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","1996","1996","t","34.41","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","1997","1997","ha","3","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","1997","1997","kg/ha","10980.6","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","1997","1997","t","34.28","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","1998","1998","ha","3","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","1998","1998","kg/ha","11050.4","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","1998","1998","t","34.14","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","1999","1999","ha","3","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","1999","1999","kg/ha","11120.2","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","1999","1999","t","34.01","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2000","2000","ha","3","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2000","2000","kg/ha","11190.1","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2000","2000","t","33.88","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2001","2001","ha","3","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2001","2001","kg/ha","11259.9","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2001","2001","t","33.75","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2002","2002","ha","3","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2002","2002","kg/ha","11329.7","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2002","2002","t","33.63","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2003","2003","ha","3","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2003","2003","kg/ha","11399.6","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2003","2003","t","34.86","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2004","2004","ha","4","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2004","2004","kg/ha","10966.7","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2004","2004","t","47","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2005","2005","ha","6","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2005","2005","kg/ha","10195","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2005","2005","t","66","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2006","2006","ha","3","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2006","2006","kg/ha","7333.3","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2006","2006","t","22","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2007","2007","ha","2","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2007","2007","kg/ha","4500","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2007","2007","t","9","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2008","2008","ha","2","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2008","2008","kg/ha","22000","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2008","2008","t","44","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2009","2009","ha","3","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2009","2009","kg/ha","11666.7","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2009","2009","t","35","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2010","2010","ha","2","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2010","2010","kg/ha","14500","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2010","2010","t","29","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2011","2011","ha","2","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2011","2011","kg/ha","13104.3","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2011","2011","t","32","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2012","2012","ha","2","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2012","2012","kg/ha","12829.8","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2012","2012","t","25","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2013","2013","ha","2","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2013","2013","kg/ha","12922.3","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2013","2013","t","25","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2014","2014","ha","2","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2014","2014","kg/ha","13000","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2014","2014","t","26","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2015","2015","ha","3","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2015","2015","kg/ha","11666.7","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2015","2015","t","35","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2016","2016","ha","3","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2016","2016","kg/ha","11000","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2016","2016","t","33","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2017","2017","ha","3","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2017","2017","kg/ha","10333.3","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2017","2017","t","31","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2018","2018","ha","10","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2018","2018","kg/ha","4000","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2018","2018","t","40","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2019","2019","ha","10","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2019","2019","kg/ha","4000","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2019","2019","t","40","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2020","2020","ha","10","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2020","2020","kg/ha","5000","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2020","2020","t","50","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2021","2021","ha","0","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2021","2021","t","30","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2022","2022","ha","10","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2022","2022","kg/ha","5000","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2022","2022","t","50","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2023","2023","ha","10","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2023","2023","kg/ha","9000","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2023","2023","t","90","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01373","Chestnuts, in shell","2024","2024","ha","10","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01373","Chestnuts, in shell","2024","2024","kg/ha","5000","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01373","Chestnuts, in shell","2024","2024","t","50","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1961","1961","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1961","1961","t","7700","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1962","1962","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1962","1962","t","9200","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1963","1963","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1963","1963","t","5700","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1964","1964","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1964","1964","t","10000","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1965","1965","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1965","1965","t","18000","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1966","1966","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1966","1966","t","18800","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1967","1967","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1967","1967","t","19700","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1968","1968","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1968","1968","t","23700","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1969","1969","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1969","1969","t","27000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1970","1970","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1970","1970","t","28600","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1971","1971","ha","","M","Missing value; data cannot exist",""
